id,timestamp,temperature,duration
96234,2019-07-09 11:31:10.548198,1551.4133321786408,0 days 00:34:56.389283463
96235,2019-07-09 11:31:11.548198,1573.207030182226,0 days 00:33:20.716993357
96236,2019-07-09 11:31:12.548198,1538.5955254746257,0 days 00:29:41.553836837
96237,2019-07-09 11:31:13.548198,1564.1664398739733,0 days 00:31:10.659367360
96238,2019-07-09 11:31:14.548198,1553.540654075518,0 days 00:32:00.039660393
96239,2019-07-09 11:31:15.548198,1529.9425982564421,0 days 00:34:55.171358716
96240,2019-07-09 11:31:16.548198,1567.105202177582,0 days 00:33:25.173828760
96241,2019-07-09 11:31:17.548198,1547.255964142683,0 days 00:31:46.488088020
96242,2019-07-09 11:31:18.548198,1531.443402313696,0 days 00:29:23.057722694
96243,2019-07-09 11:31:19.548198,1535.3539004922702,0 days 00:28:40.853163049
96244,2019-07-09 11:31:20.548198,1556.0045138378287,0 days 00:34:56.864011690
96245,2019-07-09 11:31:21.548198,1572.6334435344556,0 days 00:25:56.079852965
96246,2019-07-09 11:31:22.548198,1545.312744946724,0 days 00:34:00.114276078
96247,2019-07-09 11:31:23.548198,1525.2249052849243,0 days 00:33:21.569113519
96248,2019-07-09 11:31:24.548198,1560.450302333709,0 days 00:28:40.641985279
96249,2019-07-09 11:31:25.548198,1574.6594524822117,0 days 00:29:11.419924220
96250,2019-07-09 11:31:26.548198,1550.1922344548084,0 days 00:34:52.894436000
96251,2019-07-09 11:31:27.548198,1539.5350487009962,0 days 00:34:43.620133952
96252,2019-07-09 11:31:28.548198,1555.001915368766,0 days 00:30:29.385033183
96253,2019-07-09 11:31:29.548198,1540.3637917165813,0 days 00:27:56.392928471
96254,2019-07-09 11:31:30.548198,1561.180582940377,0 days 00:27:53.664668963
96255,2019-07-09 11:31:31.548198,1525.3855680900076,0 days 00:30:44.502260679
96256,2019-07-09 11:31:32.548198,1527.585324641577,0 days 00:27:00.094370186
96257,2019-07-09 11:31:33.548198,1559.1374067026643,0 days 00:29:57.822123484
96258,2019-07-09 11:31:34.548198,1574.3031934575888,0 days 00:32:52.147134886
96259,2019-07-09 11:31:35.548198,1534.9294531494656,0 days 00:31:38.358058846
96260,2019-07-09 11:31:36.548198,1543.5863145839476,0 days 00:34:09.721594662
96261,2019-07-09 11:31:37.548198,1566.9027997120613,0 days 00:33:40.357468620
96262,2019-07-09 11:31:38.548198,1535.9611537852622,0 days 00:34:26.661835085
96263,2019-07-09 11:31:39.548198,1550.3028648999384,0 days 00:27:15.728746060
96264,2019-07-09 11:31:40.548198,1568.6579494737894,0 days 00:25:14.652014022
96265,2019-07-09 11:31:41.548198,1569.0986093432914,0 days 00:26:53.787465688
96266,2019-07-09 11:31:42.548198,1527.5699322013513,0 days 00:26:01.074240088
96267,2019-07-09 11:31:43.548198,1531.5284038501202,0 days 00:28:07.854822918
96268,2019-07-09 11:31:44.548198,1569.3398874259972,0 days 00:29:08.286128633
96269,2019-07-09 11:31:45.548198,1531.830874757574,0 days 00:26:00.934167403
96270,2019-07-09 11:31:46.548198,1530.7792669306123,0 days 00:27:38.216023920
96271,2019-07-09 11:31:47.548198,1532.7021738899975,0 days 00:27:54.042151139
96272,2019-07-09 11:31:48.548198,1573.845283047679,0 days 00:27:07.302713398
96273,2019-07-09 11:31:49.548198,1554.1023477825495,0 days 00:28:34.892237994
96274,2019-07-09 11:31:50.548198,1553.440044807642,0 days 00:25:48.042918532
96275,2019-07-09 11:31:51.548198,1573.1003121720241,0 days 00:33:41.152389565
96276,2019-07-09 11:31:52.548198,1572.6105182841,0 days 00:31:38.353993930
96277,2019-07-09 11:31:53.548198,1548.9420397961655,0 days 00:27:07.660536116
96278,2019-07-09 11:31:54.548198,1574.8840487653447,0 days 00:33:33.089744410
96279,2019-07-09 11:31:55.548198,1549.797850645987,0 days 00:26:34.745658498
96280,2019-07-09 11:31:56.548198,1568.1908588802185,0 days 00:32:22.410107752
96281,2019-07-09 11:31:57.548198,1550.081529188022,0 days 00:26:07.662025808
96282,2019-07-09 11:31:58.548198,1529.7337766090016,0 days 00:25:26.742521841
96283,2019-07-09 11:31:59.548198,1563.9274064527845,0 days 00:31:59.770347574
96284,2019-07-09 11:32:00.548198,1549.075335664392,0 days 00:32:25.575268403
96285,2019-07-09 11:32:01.548198,1560.2814723763227,0 days 00:27:27.943346916
96286,2019-07-09 11:32:02.548198,1552.974291722384,0 days 00:25:51.024053626
96287,2019-07-09 11:32:03.548198,1567.5361435660395,0 days 00:31:52.032226552
96288,2019-07-09 11:32:04.548198,1539.852015376754,0 days 00:29:11.163600630
96289,2019-07-09 11:32:05.548198,1568.884153134451,0 days 00:31:56.953412649
96290,2019-07-09 11:32:06.548198,1548.1940640597495,0 days 00:26:10.069503076
96291,2019-07-09 11:32:07.548198,1529.272306122392,0 days 00:33:50.260799866
96292,2019-07-09 11:32:08.548198,1560.5213378740411,0 days 00:29:24.475509790
96293,2019-07-09 11:32:09.548198,1544.5707397510876,0 days 00:28:56.943860539
96294,2019-07-09 11:32:10.548198,1546.3123261354663,0 days 00:31:43.222020529
96295,2019-07-09 11:32:11.548198,1544.9801227506423,0 days 00:32:33.748557811
96296,2019-07-09 11:32:12.548198,1530.130564892776,0 days 00:28:03.069609296
96297,2019-07-09 11:32:13.548198,1558.488862889067,0 days 00:29:09.404849574
96298,2019-07-09 11:32:14.548198,1556.9079969814666,0 days 00:30:34.913146165
96299,2019-07-09 11:32:15.548198,1548.5376918124466,0 days 00:26:33.196356661
96300,2019-07-09 11:32:16.548198,1550.8550864127426,0 days 00:31:41.669272012
96301,2019-07-09 11:32:17.548198,1535.9712341240202,0 days 00:30:19.628401825
96302,2019-07-09 11:32:18.548198,1526.5080760436736,0 days 00:26:51.803116557
96303,2019-07-09 11:32:19.548198,1528.0591395356396,0 days 00:30:58.915595018
96304,2019-07-09 11:32:20.548198,1555.7523742374924,0 days 00:31:04.540621476
96305,2019-07-09 11:32:21.548198,1530.3903775313715,0 days 00:27:55.391271583
96306,2019-07-09 11:32:22.548198,1552.0992184345703,0 days 00:28:05.780204317
96307,2019-07-09 11:32:23.548198,1574.4098227847726,0 days 00:31:24.482212520
96308,2019-07-09 11:32:24.548198,1547.1385598915017,0 days 00:28:19.456522023
96309,2019-07-09 11:32:25.548198,1525.6457878636902,0 days 00:30:54.286566676
96310,2019-07-09 11:32:26.548198,1567.3393079281043,0 days 00:32:46.643415896
96311,2019-07-09 11:32:27.548198,1552.8530732083414,0 days 00:28:35.736812482
96312,2019-07-09 11:32:28.548198,1529.6780336814857,0 days 00:28:56.662562863
96313,2019-07-09 11:32:29.548198,1543.9408886384995,0 days 00:28:36.258327316
96314,2019-07-09 11:32:30.548198,1533.2756306058402,0 days 00:28:13.711332189
96315,2019-07-09 11:32:31.548198,1536.6108753266474,0 days 00:29:25.779432458
96316,2019-07-09 11:32:32.548198,1542.3685612384675,0 days 00:34:31.347097461
96317,2019-07-09 11:32:33.548198,1557.2962260513211,0 days 00:34:26.623944081
96318,2019-07-09 11:32:34.548198,1572.3498983711331,0 days 00:34:42.591829500
96319,2019-07-09 11:32:35.548198,1561.0237079509309,0 days 00:25:25.233599088
96320,2019-07-09 11:32:36.548198,1542.9236269994274,0 days 00:32:50.846837487
96321,2019-07-09 11:32:37.548198,1541.790376145505,0 days 00:27:01.648204015
